Description,Name,UNII,SMILES,Target name,Target uniprot,Target gene name,Approved
"Onapristone has been used in trials studying the treatment of Prostate Cancer, Recurrent Prostate Cancer, Metastatic Prostate Cancer, Androgen-independent Prostate Cancer, and Progesterone Receptor Positive Tumor: Max 1 Line of Prior Chemotherapy, no Prior Hormone Therapy.",Onapristone,H6H7G23O3N,CN(C)C1=CC=C(C=C1)[C@H]1C[C@]2(C)[C@@H](CC[C@]2(O)CCCO)[C@@H]2CCC3=CC(=O)CCC3=C12,Glucocorticoid receptor; Probable G-protein coupled receptor 133,P04150; Q6QNK2,NR3C1; ADGRD1,false
"GSK1059615 has been used in trials studying the treatment of Lymphoma, Solid Tumours, Endometrial Cancer, Solid Tumor Cancer, and Metastatic Breast Cancer.",GSK-1059615,07YMO87363,O=C1NC(=O)\C(S1)=C\C1=CC=C2N=CC=C(C3=CC=NC=C3)C2=C1,Serine/threonine-protein kinase mTOR; Phosphatidylinositol 3-kinase catalytic subunit type 3,P42345; Q8NEB9,MTOR; PIK3C3,false
"CPI-613 has been used in trials studying the treatment of Cancer, Lymphoma, Solid Tumors, Advanced Cancer, and Pancreatic Cancer, among others.",CPI-613,E76113IR49,OC(=O)CCCCC(CCSCC1=CC=CC=C1)SCC1=CC=CC=C1,"","","",false
"ABT-751 has been investigated for the treatment of Lung Cancer, Non-Small Cell Lung Cancer, and Non-Small-Cell Lung Cancer.",ABT-751,WDT5V5OB9F,COC1=CC=C(C=C1)S(=O)(=O)NC1=C(NC2=CC=C(O)C=C2)N=CC=C1,"","","",false
Imgatuzumab is under investigation in clinical trial NCT01326000 (A Study of RO5083945 in Combination With FOLFIRI Versus FOLFIRI Plus Cetuximab or FOLFIRI Alone as Second Line Treatment in Patients With Metastatic Colorectal Cancer).,Imgatuzumab,V77J4WJF9Z,,"","","",false
"Etaracizumab has been investigated for the treatment of Psoriasis, Renal Cell Carcinoma, Stage IV Renal Cell Cancer, Recurrent Renal Cell Cancer, and Stage III Renal Cell Cancer.",Etaracizumab,41W9MFI160,,"","","",false
"Ralimetinib has been used in trials studying the treatment of Postmenopausal, Advanced Cancer, Adult Glioblastoma, Fallopian Tube Cancer, and Metastatic Breast Cancer, among others.",Ralimetinib,73I34XW4HD,CC(C)(C)CN1C(N)=NC2=CC=C(N=C12)C1=C(NC(=N1)C(C)(C)C)C1=CC=C(F)C=C1,"","","",false
"Broxuridine has been used in trials studying the treatment of Leukemia, Stage I Prostate Cancer, Stage IIB Prostate Cancer, and Stage IIA Prostate Cancer.",Broxuridine,G34N38R2N1,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(Br)C(=O)NC1=O,"","","",false
"Emibetuzumab has been used in trials studying the treatment of Advanced Cancer, Renal Cell Carcinoma, Hepatocellular Cancer, Gastric Adenocarcinoma, and Non-Small Cell Lung Cancer, among others.",Emibetuzumab,MO4K3GDN1I,,"","","",false
"Lumretuzumab has been used in trials studying the treatment of Neoplasms, Breast Cancer, Squamous Non-Small Cell Lung Cancer, and Non-Squamous Non-Small Cell Lung Cancer.",Lumretuzumab,Y6M3205516,,"","","",false
"Diindolylmethane has been used in trials studying the prevention and treatment of SLE, Prostate Cancer, Cervical Dysplasia, Stage I Prostate Cancer, and Stage II Prostate Cancer, among others.","3,3'-diindolylmethane",SSZ9HQT61Z,C(C1=CNC2=CC=CC=C12)C1=CNC2=CC=CC=C12,"","","",false
"AGRO100 is an oligonucleotide that functions as an aptamer and binds to nucleolin, a protein found intranuclear in all cells, but uniquely expressed on the surface of tumor cells. Such binding leads to internalization of the complex, and a strong anti-proliferative response in the tumor cell.
Pre-clinical testing demonstrates that the AGRO100 inhibition of nucleolin function produces anti-cancer effects against multiple types of the disease, including lung, prostate, breast, cervical, and colon cancer, as well as malignant melanoma and leukemia.",AGRO100,Z03K553649,,NF-kappa-B essential modulator,Q9Y6K9,IKBKG,false
"Olaparib is a selective and potent inhibitor of poly (ADP-ribose) polymerase (PARP) enzymes, PARP1 and PARP2.[L41100, L40908] PARP inhibitors represent a novel class of anti-cancer therapy and they work by taking advantage of a defect in DNA repair in cancer cells with BRCA mutations and inducing cell death.[A246015] 

Olaparib is used to treat a number of BRCA-associated tumours, including ovarian cancer, breast cancer, pancreatic cancer, and prostate cancer.[L41100, L40908] It was first approved by the FDA and EU in December 2014.[A246020]",Olaparib,WOH1JD9AR8,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,Poly [ADP-ribose] polymerase 1; Cytochrome P450 3A4; Cytochrome P450 2B6; Poly [ADP-ribose] polymerase 2; Poly [ADP-ribose] polymerase 3; Cytochrome P450 3A5; P-glycoprotein 1; ATP-binding cassette sub-family G member 2; Aldo-keto reductase family 1 member C3; UDP-glucuronosyltransferase 1-1; Serum albumin; Alpha-1-acid glycoprotein 1,P09874; P08684; P20813; Q9UGN5; Q9Y6F1; P20815; P08183; Q9UNQ0; P42330; P22309; P02768; P02763,PARP1; CYP3A4; CYP2B6; PARP2; PARP3; CYP3A5; ABCB1; ABCG2; AKR1C3; UGT1A1; ALB; ORM1,true
"Antineoplaston A10 has been used in trials studying the treatment of Sarcoma, Lymphoma, Lung Cancer, Liver Cancer, and Kidney Cancer, among others.",Antineoplaston A10,16VY3TM7ZO,O=C(CC1=CC=CC=C1)N[C@H]1CCC(=O)NC1=O,"","","",false
"Aminocamptothecin has been used in trials studying the treatment of Lymphoma, Gastric Cancer, Ovarian Cancer, Esophageal Cancer, and Ovarian Neoplasms, among others.",9-aminocamptothecin,5MB77ICE2Q,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=CC=C(N)C1=C3)C2=O,Cytochrome P450 3A4,P08684,CYP3A4,false
Pimonidazole is under investigation for the diagnostic of Prostate Cancer and Head and Neck Cancer.,Pimonidazole,46JO4D76R2,OC(CN1C=CN=C1[N+]([O-])=O)CN1CCCCC1,"","","",false
"S-3304 has been used in trials studying the treatment of Lung Cancer, Solid Tumors, Non Small Cell Lung Cancer, Stage IIIB Non Small Cell Lung Cancer, and Stage IIIA Non Small Cell Lung Cancer, among others.",S-3304,BK459F050X,CC1=CC=C(C=C1)C#CC1=CC=C(S1)S(=O)(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(O)=O,"","","",false
"Rabusertib has been used in trials studying the treatment of Cancer, Solid Tumors, Advanced Cancer, Pancreatic Neoplasms, and Non Small Cell Lung Cancer.",Rabusertib,3S9L1NU6U7,CC1=NC=C(NC(=O)NC2=C(OC[C@@H]3CNCCO3)C=C(C)C(Br)=C2)N=C1,"","","",false
"Litronesib has been used in trials studying the treatment of Solid Tumors, Ovarian Cancer, Gastric Cancer, Prostate Cancer, and Acute Leukaemia, among others.",Litronesib,6611F8KYCV,CCNCCS(=O)(=O)NC[C@]1(SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C)C1=CC=CC=C1,"","","",false
"P54 reduces the inflammation associated with cancer/tumors, Crohn's disease, inflammatory bowel disease, osteoarthritis, and ulcerative colitis. It inhibits the induction of the enzyme NFkB, thereby inhibiting downstream inflammatory genes such as COX II and iNOS.",P54,,,Nuclear factor NF-kappa-B p100 subunit; Nuclear factor NF-kappa-B p105 subunit,Q00653; P19838,NFKB2; NFKB1,false
"Ly2090314 has been used in trials studying the treatment of Leukemia, Advanced Cancer, and Pancreatic Cancer.",LY-2090314,822M3GYM67,FC1=CC2=C3N(CCN(C2)C(=O)N2CCCCC2)C=C(C3=C1)C1=C(C(=O)NC1=O)C1=CN=C2C=CC=CN12,"","","",false
"Motolimod has been used in trials studying the treatment of Lymphoma, Tongue Cancer, Ovarian Cancer, Adult Solid Neoplasm, and Fallopian Tube Cancer, among others.",Motolimod,WP6PY72ZH3,CCCN(CCC)C(=O)C1=CC2=CC=C(C=C2N=C(N)C1)C1=CC=C(C=C1)C(=O)N1CCCC1,"","","",false
"Irinotecan is an antineoplastic enzyme inhibitor primarily used in the treatment of colorectal cancer. It is a derivative of camptothecin that inhibits the action of topoisomerase I. Irinotecan prevents religation of the DNA strand by binding to topoisomerase I-DNA complex, and causes double-strand DNA breakage and cell death. It is a derivative of camptothecin. Irinotecan was approved for the treatment of advanced pancreatic cancer in October, 2015 (irinotecan liposome injection, trade name Onivyde).",Irinotecan,7673326042,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,"DNA topoisomerase I, mitochondrial; DNA topoisomerase 1; Cytochrome P450 3A4; Cytochrome P450 3A5; UDP-glucuronosyltransferase 1-1; UDP-glucuronosyltransferase 1-9; Liver carboxylesterase 1; Cytochrome P450 3A7; Cytochrome P450 2B6; Solute carrier family 22 member 3; Solute carrier organic anion transporter family member 1B1; Multidrug resistance-associated protein 1; ATP-binding cassette sub-family G member 2; Serum albumin; Cocaine esterase; Cholinesterase; P-glycoprotein 1; Canalicular multispecific organic anion transporter 1",Q969P6; P11387; P08684; P20815; P22309; O60656; P23141; P24462; P20813; O75751; Q9Y6L6; P33527; Q9UNQ0; P02768; O00748; P06276; P08183; Q92887,TOP1MT; TOP1; CYP3A4; CYP3A5; UGT1A1; UGT1A9; CES1; CYP3A7; CYP2B6; SLC22A3; SLCO1B1; ABCC1; ABCG2; ALB; CES2; BCHE; ABCB1; ABCC2,true
"Regorafenib is an orally-administered inhibitor of multiple kinases. It is used for the treatment of metastatic colorectal cancer, advanced gastrointestinal stromal tumours, and hepatocellular carcinoma. FDA approved on September 27, 2012. Approved use of Regorafenib was expanded to treat Hepatocellular Carcinoma in April 2017.",Regorafenib,24T2A1DOYB,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Cytochrome P450 3A4; UDP-glucuronosyltransferase 1-9; Proto-oncogene tyrosine-protein kinase receptor Ret; Vascular endothelial growth factor receptor 1; Vascular endothelial growth factor receptor 2; Vascular endothelial growth factor receptor 3; Mast/stem cell growth factor receptor Kit; Platelet-derived growth factor receptor alpha; Platelet-derived growth factor receptor beta; Fibroblast growth factor receptor 1; Fibroblast growth factor receptor 2; Angiopoietin-1 receptor; Discoidin domain-containing receptor 2; High affinity nerve growth factor receptor; Ephrin type-A receptor 2; RAF proto-oncogene serine/threonine-protein kinase; Serine/threonine-protein kinase B-raf; Cytochrome P450 2C8; Cytochrome P450 2C9; Cytochrome P450 2B6; Mitogen-activated protein kinase 11; Tyrosine-protein kinase FRK; Tyrosine-protein kinase ABL1; P-glycoprotein 1; ATP-binding cassette sub-family G member 2; UDP-glucuronosyltransferase 1-1; Cytochrome P450 2C19,P08684; O60656; P07949; P17948; P35968; P35916; P10721; P16234; P09619; P11362; P21802; Q02763; Q16832; P04629; P29317; P04049; P15056; P10632; P11712; P20813; Q15759; P42685; P00519; P08183; Q9UNQ0; P22309; P33261,CYP3A4; UGT1A9; RET; FLT1; KDR; FLT4; KIT; PDGFRA; PDGFRB; FGFR1; FGFR2; TEK; DDR2; NTRK1; EPHA2; RAF1; BRAF; CYP2C8; CYP2C9; CYP2B6; MAPK11; FRK; ABL1; ABCB1; ABCG2; UGT1A1; CYP2C19,true
"Sapitinib has been used in trials studying the treatment and basic science of Neoplasms, Breast Cancer, Breast Neoplasms, Metastatic Cancer, and Metastatic Breast Cancer, among others.",Sapitinib,3499328002,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,"","","",false
"Valspodar has been used in trials studying the treatment of Cancer, Sarcoma, Leukemia, Lymphoma, and Breast Cancer, among others.",Valspodar,Q7ZP55KF3X,C\C=C\C[C@@H](C)C(=O)[C@@H]1N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@@H](NC1=O)C(C)C)C(C)C,Solute carrier organic anion transporter family member 1B1; Solute carrier organic anion transporter family member 1B3; P-glycoprotein 1,Q9Y6L6; Q9NPD5; P08183,SLCO1B1; SLCO1B3; ABCB1,false
"Pegamotecan has been used in trials studying the treatment of Cancer of Stomach, Sarcoma, Soft Tissue, and Gastroesophageal Cancer.",Pegamotecan,ZY7ZTE7LFH,,"","","",false
"Vantictumab has been used in trials studying the treatment of Solid Tumors, Pancreatic Cancer, and Stage IV Pancreatic Cancer.",Vantictumab,88WBI2D80S,,"","","",false
"Landogrozumab has been used in trials studying the treatment of Advanced Cancer, Muscular Atrophy, and Pancreatic Cancer.",Landogrozumab,B1792M902R,,"","","",false
"LTX-315 has been used in trials studying the treatment of Cancer, Lymphoma, Melanoma, Carcinoma, and Breast Cancer, among others.",LTX-315,75FBL12IZ7,NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](C(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)N[C@@H](CCCCN)C(N)=O,"","","",false
"Seviteronel has been used in trials studying the treatment of CRPC, Prostate Cancer, and Castration-resistant Prostate Cancer.",Seviteronel,8S5OIN36X4,CC(C)[C@@](O)(C1=CN=NN1)C1=CC=C2C=C(OC(F)F)C(OC(F)F)=CC2=C1,"","","",false
"105AD7 is a human monoclonal antibody that mimics the complement regulatory protein, CD55, overexpressed by many solid tumours including osteosarcoma. 105AD7 induced antitumour inflammatory responses in metastatic colorectal cancer patients. 105AD7 may be a suitable vaccine for treatment of this disease.",105AD7,,,"","","",false
"Voxtalisib has been used in trials studying the treatment of Cancer, Melanoma, Lymphoma, Glioblastoma, and Breast Cancer, among others.",Voxtalisib,CVL1685GPH,CCN1C(=O)C(=CC2=C(C)N=C(N)N=C12)C1=CC=NN1,"","","",false
"PCI-27483 has been used in trials studying the treatment of Pancreatic Cancer, Ductal Adrenocarcinoma, and Exocrine Pancreatic Cancer.",PCI-27483,6073LCU8U9,NC(=N)C1=CC=C2N=C(NC2=C1)C1=CC(CC(=O)N[C@@H](CC(O)=O)C(O)=O)=CC(=C1O)C1=CC(=CC=C1O)S(N)(=O)=O,"","","",false
"Rociletinib has been used in trials studying the treatment and prevention of Nonsmall Cell Lung Cancer, Non-small Cell Lung Cancer, and Locally Advanced or Metastatic Non-small Cell Lung Cancer.",Rociletinib,72AH61702G,COC1=CC(=CC=C1NC1=NC=C(C(NC2=CC=CC(NC(=O)C=C)=C2)=N1)C(F)(F)F)N1CCN(CC1)C(C)=O,"","","",false
Carlumab has been used in trials studying the treatment of Cancer and Prostate Cancer.,Carlumab,6TC1BB2EV9,,"","","",false
"Uprosertib has been used in trials studying the treatment of Cancer, Melanoma, Solid Tumours, Cervical Cancer, and HER2/Neu Negative, among others.",Uprosertib,ZXM835LQ5E,CN1N=CC(Cl)=C1C1=C(Cl)OC(=C1)C(=O)N[C@H](CN)CC1=CC=C(F)C(F)=C1,"","","",false
"Samarium has been used in trials studying the treatment and prevention of Pain, Cancer, Metastasis, Prostate Cancer, and Metastatic Osteosarcoma, among others.",Samarium,42OD65L39F,[Sm],"","","",false
"Ganetespib is under investigation for the treatment of BREAST CANCER, Small Cell Lung Cancer, Acute Myeloid Leukaemia, and Myelodysplastic Syndrome.",Ganetespib,2E8412Y946,CC(C)C1=C(O)C=C(O)C(=C1)C1=NNC(=O)N1C1=CC2=C(C=C1)N(C)C=C2,"","","",false
"AZD4547 has been used in trials studying the treatment of Cancer, LYMPHOMA, Gastric Cancer, Adenocarcinoma, and Solid Neoplasm, among others.",AZD-4547,2167OG1EKJ,COC1=CC(OC)=CC(CCC2=CC(NC(=O)C3=CC=C(C=C3)N3C[C@H](C)N[C@H](C)C3)=NN2)=C1,"","","",false
"INGN 225 is a therapeutic consisting of a cancer patient's own immune cells treated with an adenovector carrying the human p53 gene, Ad-p53.  INGN 225 is currently in Phase 1/2 trials in patients with small cell lung cancer and breast cancer.

",INGN 225,,,"","","",false
"Darolutamide is a nonsteroidal androgen receptor antagonist for the treatment of castrate-resistant, non-metastatic prostate cancer (nmCRPC). This condition occurs in the majority of patients with advanced prostate cancer who have been treated with androgen receptor antagonists.[A189063] Though prior treatment for prostate cancer has been successful for these patients, the cancer eventually progresses to become resistant to existing therapies. This warrants further treatment.

The goal of treatment with darolutamide is to delay the progression of prostate cancer to metastatic disease, increasing quality of life and life expectancy for those with advanced prostate cancer.[A189054,A189063] Darolutamide was developed by Bayer HealthCare Pharmaceuticals Inc. and approved by the FDA on July 30th, 2019.[L10887]",Darolutamide,X05U0N2RCO,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O,Cytochrome P450 3A4; UDP-glucuronosyltransferase 1-9; Androgen receptor; ATP-binding cassette sub-family G member 2; P-glycoprotein 1; Serum albumin; Progesterone receptor; Solute carrier organic anion transporter family member 1B1; Solute carrier organic anion transporter family member 1B3,P08684; O60656; P10275; Q9UNQ0; P08183; P02768; P06401; Q9Y6L6; Q9NPD5,CYP3A4; UGT1A9; AR; ABCG2; ABCB1; ALB; PGR; SLCO1B1; SLCO1B3,true
T900607 has been used in trials studying the treatment of Liver Cancer and Gastric Cancer.,T-900607,IC9O2HT1X1,COC1=CC=C(NS(=O)(=O)C2=C(F)C(F)=C(F)C(F)=C2F)C=C1NC(N)=O,"","","",false
"Prexasertib has been used in trials studying the treatment and basic science of mCRPC, Leukemia, Neoplasm, BREAST CANCER, and Ovarian Cancer, among others.",Prexasertib,820NH671E6,COC1=CC=CC(OCCCN)=C1C1=CC(NC2=CN=C(C=N2)C#N)=NN1,Serine/threonine-protein kinase Chk1,O14757,CHEK1,false
"Tarextumab has been used in trials studying the treatment of Solid Tumors, Stage IV Pancreatic Cancer, and Stage IV Small Cell Lung Cancer.",Tarextumab,333YMY788E,,"","","",false
"LY2584702 has been used in trials studying the treatment of Cancer, Advanced Cancer, Renal Cell Carcinoma, Metastases, Neoplasm, and Neuroendocrine Tumors, among others.",LY-2584702,I4965C6W4O,CN1C=C(N=C1C1CCN(CC1)C1=C2C=NNC2=NC=N1)C1=CC=C(F)C(=C1)C(F)(F)F,"","","",false
"AMG-208 has been used in trials studying the treatment of Cancer, Tumors, Oncology, Prostate Cancer, and Oncology Patients, among others.",AMG-208,Y2SR66P7VM,COC1=CC2=NC=CC(OCC3=NN=C4C=CC(=NN34)C3=CC=CC=C3)=C2C=C1,Hepatocyte growth factor receptor,P08581,MET,false
"Tesetaxel has been used in trials studying the treatment of Cancer, Melanoma, Prostate Cancer, Gastric Carcinoma, and Advanced Melanoma, among others.",Tesetaxel,UG97LO5M8Y,CN(C)C[C@@H]1O[C@H]2[C@@H](O1)[C@]1(C)CC[C@H]3OC[C@@]3(OC(C)=O)[C@H]1[C@H](OC(=O)C1=CC=CC=C1)[C@]1(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C3=C(F)C=CC=N3)C(C)=C2C1(C)C,"","","",false
"Larotaxel has been used in trials studying the treatment of Cancer, Metastases, Breast Cancer, Breast Neoplasms, and Pancreatic Neoplasms, among others.",Larotaxel,TWQ8K8A81Y,CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)[C@H]3[C@]4(C[C@H]4C[C@H]4OC[C@@]34OC(C)=O)C1=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1,"","","",false
"XL281 is a novel anticancer compound designed to potently inhibit the RAS/RAF/MEK/ERK signaling pathway. Mutational activation of RAS occurs in about 30 percent of all human tumors, including non-small cell lung, pancreatic, and colon cancer. XL281 is a specific inhibitor of RAF kinases, including the mutant form of B-RAF, which is activated in 60 percent of melanomas, 24-44 percent of thyroid cancers, and 9 percent of colon cancers.
",XL281,,,Serine/threonine-protein kinase B-raf; RAF proto-oncogene serine/threonine-protein kinase,P15056; P04049,BRAF; RAF1,false
